ProdCode,Customer,ProdName,ArticleNum,MatNum,OpSystem,DBAccName,DBAccVers,HostName,WkStNmae,AdpNum,ProcName,ProcNum,WkOrder,AVO,TPVersion,tLogIn,tLogOut,tLastAcc,tLatenz,tLatenzSumme,tCycle,tProc,FPY,CountPass,CountFail,CountPass_Retest,CountFail_Retest
6757,BSH,Control Power Module,30003853-02,30003853-02,Win8/Srv,DBAcc2000,1.0016.0012,KHUPRD226,0473/A,15985,FKT230V,10,,,1.03:798720:191,10/1/2022 6:00,10/1/2022 7:29,10/1/2022 7:27,90,120,195,86.08,96.3,52,2,1,3
6760,BSH,Control Power Module,30003856-02,30003856-02,Win8/Srv,DBAcc2000,1.0016.0012,KHUPRD226,0473/A,15985,FKT230V,10,,,1.03:798720:191,10/1/2022 7:31,10/1/2022 14:00,10/1/2022 13:36,1410,3720,83.84,72.09,99.61,255,1,0,2
6760,BSH,Control Power Module,30003856-02,30003856-02,Win8/Srv,DBAcc2000,1.0016.0012,KHUPRD226,0473/A,15985,FKT230V,10,,,1.03:798720:191,10/1/2022 14:00,10/1/2022 20:50,10/1/2022 20:48,150,1740,154.31,64.21,100,168,0,0,0
6759,BSH,Control Power Module,30003855-02,30003855-02,Win8/Srv,DBAcc2000,1.0016.0012,KHUPRD226,0473/A,15985,FKT230V,10,,,1.03:798720:191,10/1/2022 20:52,10/1/2022 21:46,10/1/2022 21:40,330,330,75.57,73.42,100,36,0,0,0
6759,BSH,Control Power Module,30003855-02,30003855-02,Win8/Srv,DBAcc2000,1.0016.0012,KHUPRD226,0473/A,15985,FKT230V,10,,,1.03:798720:191,10/3/2022 8:27,10/3/2022 14:00,10/3/2022 13:33,1560,6870,114.68,74.43,99.36,156,1,0,1
6759,BSH,Control Power Module,30003855-02,30003855-02,Win8/Srv,DBAcc2000,1.0016.0012,KHUPRD226,0473/A,15985,FKT230V,10,,,1.03:798720:191,10/3/2022 14:00,,10/3/2022 14:00,0,,,0,100,0,0,0,0
6676,BSH,LP IaB SE62-S,10000022,,Win7/Srv,DBAcc2000,1.15.34,KATPC109,,,ART,23,,,,10/3/2022 21:35,10/4/2022 10:30,10/4/2022 7:44,9934,9930,12.6,36335.52,100,21,0,0,0
6012,Telic,ELT-Main 74370.000 R,13603086-01BF,13603086-01BF,Win8/Srv,DBAcc2000,1.0016.0012,KATPC399,0467/A,16123,FKT,9,,,1.6.4:1675264:1,10/3/2022 21:45,10/3/2022 22:00,10/3/2022 21:45,0,,,0,100,0,0,0,0
6684,BSH,LP IaB BO61 St,10000030,,Win7/Srv,DBAcc2000,1.0016.0013,LINIE5W2T1,334,2265,IctFktInline,21,,,,10/3/2022 21:49,10/3/2022 22:00,10/3/2022 21:59,0,,51.09,37.85,95.83,46,2,0,0
6423,Telic,ELT 05204.007 ESIM-I,30003970-01,30003970-01,Win8/Srv,DBAcc2000,1.0016.0017,KATPC241,0536/A,17211,Endtest,5,,,1.4.3:802816:01,10/3/2022 21:50,10/3/2022 22:00,10/3/2022 21:50,0,,,0,100,0,0,0,0
6685,BSH,LP IaB BO61 Gl,10000031,,Win7/Srv,DBAcc2000,1.0016.0013,PTWS150,0331/A,11341,NutzTrennInline,23,,,,10/3/2022 21:51,10/3/2022 22:00,10/3/2022 21:59,30,390,48.4,0.57,100,44,0,0,0
6685,BSH,LP IaB BO61 Gl,10000031,30004000,Win7/Srv,DBAcc2000,1.0016.0011,KATPC116,0357/B,04/15/2151/05/A,EndMontage,18,1258830,0010,,10/3/2022 21:52,10/3/2022 22:00,10/3/2022 21:58,60,180,171,28.33,100,3,0,0,0
6111,BSH,LP IaB SE_NF_61,30003716-04BF,,Win7/Srv,DBAcc2000,1.0016.0012,KATPC255,0439/A,,Endtest,10,,,,10/3/2022 21:52,10/3/2022 22:00,10/3/2022 21:59,0,30,201,168.5,100,1,0,1,0
6685,BSH,LP IaB BO61 Gl,10000031,30004000,Win7/Srv,DBAcc2000,1.0016.0011,KATPC046,0356/B,12/14/2151/03/A,EndMontage,18,1258830,0010,,10/3/2022 21:56,10/3/2022 22:00,10/3/2022 22:00,0,30,30.17,14.71,100,7,0,0,0
6104,BSH,Comm-Module,13601339-05BF,13900714BF,Win7/Srv,DBAcc2000,1.15.35,KATPC122,"0326,0391",2196,HF,5,,,,10/3/2022 21:59,10/4/2022 1:23,10/4/2022 1:20,180,300,63.38,56.97,98.95,188,2,1,0
6685,BSH,LP IaB BO61 Gl,10000031,30004000,Win7/Srv,DBAcc2000,1.0016.0011,KATPC072,0343/A,V2201-02,Endtest_Adapter,19,1258830,0010,,10/3/2022 21:59,10/3/2022 22:00,10/3/2022 21:59,0,,,0,100,0,0,0,0
6684,BSH,LP IaB BO61 St,10000030,,Win7/Srv,DBAcc2000,1.0016.0013,LINIE5W2T1,334,2265,IctFktInline,21,,,,10/3/2022 22:00,10/4/2022 1:03,10/4/2022 1:03,0,60,51.1,37.69,98.21,825,15,0,0
6685,BSH,LP IaB BO61 Gl,10000031,30004000,Win7/Srv,DBAcc2000,1.0016.0011,KATPC072,0343/A,V2201-02,Endtest_Adapter,19,1258830,0010,,10/3/2022 22:00,10/4/2022 5:22,10/4/2022 5:20,120,2460,51.97,41.99,96.3,468,18,18,3
6423,Telic,ELT 05204.007 ESIM-I,30003970-01,30003970-01,Win8/Srv,DBAcc2000,1.0016.0017,KATPC241,0536/A,17211,Endtest,5,,,1.4.3:802816:01,10/3/2022 22:00,10/4/2022 6:00,10/4/2022 5:30,1741,9720,206.99,123.74,97,97,3,3,0
6111,BSH,LP IaB SE_NF_61,30003716-04BF,,Win7/Srv,DBAcc2000,1.0016.0012,KATPC255,0439/A,,Endtest,10,,,,10/3/2022 22:00,10/4/2022 6:00,10/4/2022 5:42,1051,5070,179.31,160.29,80.92,106,25,19,5
6685,BSH,LP IaB BO61 Gl,10000031,30004000,Win7/Srv,DBAcc2000,1.0016.0011,KATPC116,0357/B,04/15/2151/05/A,EndMontage,18,1258830,0010,,10/3/2022 22:00,10/3/2022 22:51,10/3/2022 22:50,30,2010,135.91,28.91,95.65,22,1,0,0
6012,Telic,ELT-Main 74370.000 R,13603086-01BF,13603086-01BF,Win8/Srv,DBAcc2000,1.0016.0012,KATPC399,0467/A,16123,FKT,9,,,1.6.4:1675264:1,10/3/2022 22:00,10/4/2022 6:00,10/4/2022 5:12,2880,3750,245.9,234.19,98.08,102,2,0,1
6685,BSH,LP IaB BO61 Gl,10000031,,Win7/Srv,DBAcc2000,1.0016.0013,PTWS150,0331/A,11341,NutzTrennInline,23,,,,10/3/2022 22:00,10/4/2022 3:00,10/4/2022 2:49,630,14460,63.69,0.55,100,1087,0,4,0
6685,BSH,LP IaB BO61 Gl,10000031,30004000,Win7/Srv,DBAcc2000,1.0016.0011,KATPC046,0356/B,12/14/2151/03/A,EndMontage,18,1258830,0010,,10/3/2022 22:00,10/3/2022 22:51,10/3/2022 22:50,0,720,36.65,15.05,100,83,0,0,0
6685,BSH,LP IaB BO61 Gl,10000031,30004000,Win7/Srv,DBAcc2000,1.0016.0011,KATPC051,0342/A,04/14/2201/01/A,Endtest_Adapter,19,1258830,0010,,10/3/2022 22:00,10/4/2022 5:22,10/4/2022 5:20,120,2340,52.26,40.66,98.37,483,8,6,7
6679,BSH,LP IaB NF61,10000025,30003997,Win7/Srv,DBAcc2000,1.0016.0011,KATPC216,0380/B,04/15/2148/05/A,EndMontage,18,1258302,0010,,10/3/2022 22:01,10/4/2022 4:55,10/4/2022 4:54,0,6870,43.13,13.96,99.65,574,2,0,0
6012,Telic,ELT-Main 74370.000 R,13603086-01BF,13603086-01BF,Win8/Srv,DBAcc2000,1.0016.0012,KATPC408,0512/B,16154,Vormontage,8,,,1.1.6:331776:28,10/3/2022 22:01,10/4/2022 6:00,10/4/2022 5:26,1980,25770,249.32,9.26,100,108,0,0,0
7078,BSH,MMU Jupiter/Saturn V,13600518-20,,Win8/Srv,DBAcc2000,1.0016.0011,KATPC392,0274/A,01/16/2325/01/A,NutzTrenn,9,,,,10/3/2022 22:01,10/3/2022 22:15,10/3/2022 22:09,329,660,47.7,0.82,100,88,0,0,0
6679,BSH,LP IaB NF61,10000025,30003997,Win7/Srv,DBAcc2000,1.0016.0011,KATPC027,0336/B,11/14/2148/03/A,EndMontage,18,1258302,0010,,10/3/2022 22:04,10/4/2022 6:00,10/4/2022 5:59,0,9870,52.05,15.16,99.64,546,2,0,0
6679,BSH,LP IaB NF61,10000025,30003997,Win7/Srv,DBAcc2000,1.0016.0011,KATPC007,0332/A,11/14/2200/02/A,Endtest_Adapter,19,1258302,0010,,10/3/2022 22:05,10/4/2022 6:00,10/4/2022 5:59,0,4710,49.87,36.92,98.58,554,8,4,3
7078,BSH,MMU Jupiter/Saturn V,13600518-20,13600518-20,Win7/Srv,DBAcc2000,1.16.0,KATPC130,0370/A,V2123-01,FKTHand,19,1258983,0040,,10/3/2022 22:05,10/3/2022 22:22,10/3/2022 22:14,0,,103,78,100,2,0,0,0
7021,BSH,COMGen2 ADM 80010814,13602774-07,,Win8/Srv,DBAcc2000,1.0016.0012,KATPC009,0475/A,03/21/4161/04/A,HF_Katek_MT,23,,,1.3.7:581632:06,10/3/2022 22:05,10/3/2022 22:07,10/3/2022 22:05,89,90,1,38.5,100,2,0,0,0
5313,BSH,MMU Jupiter/Saturn V,13602440-02BF,13602440-02BF,Win7/Srv,DBAcc2000,1.16.3,KATPC543,0348/A,V2122-01,FKTHand,19,1255728,0040,,10/3/2022 22:05,,10/4/2022 0:54,0,810,102.95,92.19,87.21,75,11,11,0
6679,BSH,LP IaB NF61,10000025,30003997,Win7/Srv,DBAcc2000,1.0016.0011,KATPC123,0328/A,04/14/2200/01/A,Endtest_Adapter,19,1258302,0010,,10/3/2022 22:06,10/4/2022 6:00,10/4/2022 5:59,0,4590,49.65,37.02,98.74,549,7,13,2
7078,BSH,MMU Jupiter/Saturn V,13600518-20,13600518-20,Win7/Srv,DBAcc2000,1.16.0,KATPC164,0370/A,03/16/2360/02/A,FKTHand,19,1258983,0040,,10/3/2022 22:06,10/3/2022 22:23,10/3/2022 22:13,0,,216,74.5,100,2,0,0,0
6685,BSH,LP IaB BO61 Gl,10000031,,Win7/Srv,DBAcc2000,1.16.7,KATPC345,,,Twister,10,,,,10/3/2022 22:06,10/4/2022 0:45,10/4/2022 0:43,90,4530,54.02,18.93,98.2,164,3,8,0
6685,BSH,LP IaB BO61 Gl,10000031,,Win7/Srv,DBAcc2000,1.16.7,KATPC344,,,Twister,10,,,,10/3/2022 22:06,,10/4/2022 0:40,330,4650,53.6,19.35,97.58,161,4,6,1
6710,BSH,MMU Jupiter/Saturn V,13600518-19,,Win7/Srv,DBAcc2000,1.15.34,KATPC115,,,VORMONTAGE,20,,,,10/3/2022 22:07,10/4/2022 13:31,10/4/2022 9:27,14587,35130,46.52,6.32,99.66,872,3,3,0
7021,BSH,COMGen2 ADM 80010814,13602774-07,,Win8/Srv,DBAcc2000,1.0016.0012,KATPC022,0475/A,03/21/4161/02/A,HF_Katek_MT,23,,,1.3.7:581632:06,10/3/2022 22:07,10/4/2022 3:27,10/4/2022 3:24,179,4920,33.99,36.46,96.03,508,21,15,12
7021,BSH,COMGen2 ADM 80010814,13602774-07,30003441-06,Win7/Srv,DBAcc2000,1.16.2,KATPC318,,,Montage,6,,,,10/3/2022 22:08,10/4/2022 2:59,10/4/2022 2:59,0,6690,31.26,12.43,100,559,0,0,0
7078,BSH,MMU Jupiter/Saturn V,13600518-20,13600518-20,Win7/Srv,DBAcc2000,1.16.0,KATPC201,0370/A,03/16/2360/01/A,FKTHand,19,1258983,0040,,10/3/2022 22:08,10/3/2022 22:23,10/3/2022 22:14,0,,165,88.5,100,2,0,0,0
7021,BSH,COMGen2 ADM 80010814,13602774-07,30003441-06,Win7/Srv,DBAcc2000,1.16.2,KATPC319,,,BG-Versand,7,,,,10/3/2022 22:10,10/3/2022 22:17,10/3/2022 22:15,120,360,77.5,0,100,5,0,0,0
6679,BSH,LP IaB NF61,10000025,,Win7/Srv,DBAcc2000,1.16.7,KATPC340,,,Twister,10,,,,10/3/2022 22:10,10/4/2022 3:21,10/4/2022 3:20,150,7260,43.43,17.51,93.67,370,25,24,9
6679,BSH,LP IaB NF61,10000025,,Win7/Srv,DBAcc2000,1.16.7,KATPC341,,,Twister,10,,,,10/3/2022 22:10,,10/3/2022 22:10,0,,,0,100,0,0,0,0
6104,BSH,Comm-Module,13601339-05BF,30003261-03BF,Win7/Srv,DBAcc2000,1.15.35,KATPC110,,,MONTAGE,6,,,,10/3/2022 22:12,10/4/2022 1:23,10/4/2022 1:20,150,8790,60.09,3.06,100,189,0,0,0
6104,BSH,Comm-Module,13601339-05BF,30003261-03BF,Win7/Srv,DBAcc2000,1.16.2,KATPC168,,,BG-Versand,7,,,,10/3/2022 22:12,10/4/2022 1:23,10/4/2022 1:11,30,7020,58.96,0.04,100,175,0,0,0
4605,BSH,LP IaB EOX5100,13602503-03BF,,Win7/Srv,DBAcc2000,1.16.1,KATPC181,0373/A,06/16/2415/01/A,EndMontage,7,,,1.33:225280:201,10/3/2022 22:13,10/4/2022 1:29,10/4/2022 1:28,60,9060,82.32,6.19,100,143,0,0,0
6221,BSH,ASM Elektronik UI ES,30003455-05BF,30003455-05BF,Win7/Srv,DBAcc2000,1.0016.0012,KATPC200,0382/A,12146,Endtest,7,,,1.16:380928:270,10/3/2022 22:13,10/4/2022 6:00,10/4/2022 0:21,20320,20730,59.33,47.51,95.24,120,6,1,3
6104,BSH,Comm-Module,13601339-05BF,13900714BF,Win7/Srv,DBAcc2000,1.15.35,KATPC240,"0326,0391",2196,HF,5,,,,10/3/2022 22:13,10/4/2022 1:10,10/4/2022 1:10,0,,54.74,45.68,85.48,159,27,0,8
6104,BSH,Comm-Module,13601339-05BF,30003667-01BF,Win7/Srv,DBAcc2000,1.16.2,KATPC286,,,Montage,6,,,,10/3/2022 22:15,10/4/2022 3:56,10/4/2022 2:46,4202,16800,70.33,2.87,100,232,0,0,0
6104,BSH,Comm-Module,13601339-05BF,30003667-01BF,Win7/Srv,DBAcc2000,1.16.2,KATPC276,,,BG-Versand,7,,,,10/3/2022 22:15,10/4/2022 3:55,10/4/2022 3:47,0,15570,76.92,0.11,100,258,0,0,0
6221,BSH,ASM Elektronik UI ES,30003455-05BF,,Win7/Srv,DBAcc2000,1.16.3,KATPC112,,,Twister,8,,,,10/3/2022 22:15,10/4/2022 6:00,10/4/2022 0:21,20260,23910,61.53,19.53,97.52,118,3,2,1
6685,BSH,LP IaB BO61 Gl,10000031,30004000,Win8/Srv,DBAcc2000,1.0016.0012,KATPC127,0323/A,,BG-Versand,13,,,,10/3/2022 22:15,10/4/2022 5:33,10/4/2022 5:27,0,1920,24.93,6.63,100,960,0,0,0
6964,Kinexon,X-Tag 1.2,10000045,,Win8/Srv,DBAcc2000,1.0016.0017,KATPC460,,,EOL,10,,,2.04:188416:270,10/3/2022 22:15,10/4/2022 6:00,10/4/2022 5:37,1350,11820,142.13,66.85,98.93,185,2,0,0
7020,BSH,COMGen2 ADM 80010814,13602774-06,,Win8/Srv,DBAcc2000,1.0016.0012,KATPC394,346,2181,NutzTrenn_ILT,15,,,,10/3/2022 22:16,10/4/2022 1:08,10/4/2022 0:58,629,8340,57.15,0.89,100,1352,0,0,0
4605,BSH,LP IaB EOX5100,13602503-03BF,,Win7/Srv,DBAcc2000,1.0016.0012,KATPC117,0360/A,06/16/2396/01/A,Endtest,8,,,1.43:270336:020,10/3/2022 22:16,10/4/2022 1:28,10/4/2022 1:26,90,3090,73.86,42.24,98.03,149,3,3,0
4605,BSH,LP IaB EOX5100,13602503-03BF,,Win7/Srv,DBAcc2000,1.16.3,KATPC050,0215/B,09/16/2423/01/A,Twister,9,,,,10/3/2022 22:17,10/4/2022 2:25,10/4/2022 2:19,390,6990,83.2,26.93,100,175,0,0,0
6221,BSH,ASM Elektronik UI ES,30003455-05BF,30003455-05BF,Win8/Srv,DBAcc2000,1.0016.0017,KATPC499,,,Programmierung,9,,,1.14:315392:100,10/3/2022 22:17,10/4/2022 6:00,10/4/2022 0:37,19322,20130,282.72,241.63,100,30,0,0,0
6221,BSH,ASM Elektronik UI ES,30003455-05BF,30003455-05BF,Win8/Srv,DBAcc2000,1.0016.0017,KATPC493,,,Programmierung,9,,,1.14:315392:100,10/3/2022 22:17,,10/3/2022 22:17,0,,,0,100,0,0,0,0
6221,BSH,ASM Elektronik UI ES,30003455-05BF,30003455-05BF,Win8/Srv,DBAcc2000,1.0016.0017,KATPC498,,,Programmierung,9,,,1.14:315392:100,10/3/2022 22:17,,10/3/2022 22:17,0,,,0,100,0,0,0,0
6226,BSH,LP MMB Merkur,13600512-07BF,,Win7/Srv,DBAcc2000,1.16.2,KATPC188,,,VorMontage,19,,,,10/3/2022 22:18,10/4/2022 6:00,10/4/2022 5:21,2311,16980,54.97,4.86,99.57,461,2,0,0
7021,BSH,COMGen2 ADM 80010814,13602774-07,30003441-06,Win7/Srv,DBAcc2000,1.16.2,KATPC319,,,BG-Versand,7,,,,10/3/2022 22:18,10/4/2022 6:00,10/4/2022 5:41,90,9870,30.8,0.07,100,855,0,0,0
6679,BSH,LP IaB NF61,10000025,30003997,Win7/Srv,DBAcc2000,1.0016.0011,PTWS164,0329/B,,BG-Versand,13,,,,10/3/2022 22:19,,10/4/2022 1:13,0,330,22.97,6.07,100,432,0,0,0
4605,BSH,LP IaB EOX5100,13602503-03BF,30003380-05BF,Win8/Srv,DBAcc2000,1.0016.0017,KATPC256,0484/A,,Versand,15,1255674/0010,0010,,10/3/2022 22:19,10/4/2022 1:27,10/4/2022 1:21,390,4410,75.08,29.93,100,144,0,0,0
5345,BSH,SE-LP IC6 Touch_Vent,13602415-01BF,,Win7/Srv,DBAcc2000,1.16.2,KATPC144,,,Montage_Auto,11,,,1.07:569344:210,10/3/2022 22:19,10/4/2022 2:35,10/4/2022 1:48,2791,10230,211.41,70.6,100,60,0,0,0
6221,BSH,ASM Elektronik UI ES,30003455-05BF,30003455-05BF,Win7/Srv,DBAcc2000,1.16.3,KATPC221,,,Programmierung,9,,,1.14:315392:100,10/3/2022 22:19,10/4/2022 6:00,10/4/2022 0:39,19210,19680,282.69,246.87,100,30,0,0,0
6012,Telic,ELT-Main 74370.000 R,13603086-01BF,,Win8/Srv,DBAcc2000,1.0016.0012,KATPC409,0493/A,16409,Prog_CustSw,14,,,1.0.4:339968:21,10/3/2022 22:20,10/4/2022 6:00,10/4/2022 5:05,177,4110,244.85,81.67,100,100,0,0,0
7078,BSH,MMU Jupiter/Saturn V,13600518-20,,Win7/Srv,DBAcc2000,1.15.38,KATPC177,,,VORMONTAGE,20,,,,10/3/2022 22:21,10/3/2022 23:08,10/3/2022 23:02,330,1440,40,4.41,100,63,0,0,0
6964,Kinexon,X-Tag 1.2,10000045,30004020,Win8/Srv,DBAcc2000,1.0016.0017,KATPC186,0480/A,,BG-Versand,7,,,,10/3/2022 22:22,10/4/2022 6:00,10/4/2022 5:37,1350,24510,141.9,0.22,100,185,0,0,0
7078,BSH,MMU Jupiter/Saturn V,13600518-20,13600518-20,Win7/Srv,DBAcc2000,1.16.0,KATPC130,0370/A,V2123-01,FKTHand,19,1258984,0040,,10/3/2022 22:22,10/4/2022 6:00,10/4/2022 5:59,0,1470,67.46,90.91,40.21,115,171,56,72
7078,BSH,MMU Jupiter/Saturn V,13600518-20,13600518-20,Win7/Srv,DBAcc2000,1.16.0,KATPC164,0370/A,03/16/2360/02/A,FKTHand,19,1258984,0040,,10/3/2022 22:23,10/4/2022 6:00,10/4/2022 5:59,0,1290,97.41,102.14,81.78,175,39,49,24
6964,Kinexon,X-Tag 1.2,10000045,,Win8/Srv,DBAcc2000,1.0016.0012,KATPC420,0476/A,16145,FKT,5,,,1.09:258048:090,10/3/2022 22:23,10/4/2022 6:00,10/4/2022 5:36,1410,7080,122.16,89.34,82.63,176,37,0,0
7078,BSH,MMU Jupiter/Saturn V,13600518-20,13600518-20,Win7/Srv,DBAcc2000,1.16.0,KATPC201,0370/A,03/16/2360/01/A,FKTHand,19,1258984,0040,,10/3/2022 22:23,10/4/2022 6:00,10/4/2022 5:59,0,1200,100.15,91.23,98.84,170,2,103,4
6710,BSH,MMU Jupiter/Saturn V,13600518-19,,Win8/Srv,DBAcc2000,1.0016.0011,KATPC392,0274/A,01/16/2325/01/A,NutzTrenn,9,,,,10/3/2022 22:23,10/3/2022 22:46,10/3/2022 22:30,989,1350,376,1.07,100,15,0,0,0
6012,Telic,ELT-Main 74370.000 R,13603086-01BF,,Win7/Srv,DBAcc2000,1.0016.0012,PTWS218,0262/B,16121,ICT,7,,,1.0.3:16384:140,10/3/2022 22:25,10/4/2022 0:31,10/4/2022 0:19,690,1800,27.5,17.69,96.65,231,8,5,5
6012,Telic,ELT-Main 74370.000 R,13603086-01BF,,Win7/Srv,DBAcc2000,1.16.3,KATPC275,0451/A,11237,NutzTrenn,4,,,,10/3/2022 22:25,10/4/2022 6:00,10/4/2022 5:17,2551,25980,338.27,0.35,100,443,0,0,0
5837,TTTech,Vision²Facelift-5.0x,30002977-03BF,13602342-03BF,Win7/Srv,DBAcc2000,1.0016.0014,KATPC283,0160/A,07/15/2285/02/A,FKT,3,1258455,0040,,10/3/2022 22:25,10/4/2022 5:59,10/4/2022 5:57,120,10590,594.07,355.29,90.91,40,4,2,0
3752,TTTech,TTC-Farid-FIB2 V4.00,30002871-01BF,,Win7/Srv,DBAcc2000,1.0016.0011,KATPC281,0196-C,07-05-1124-01-A,Dichtigkeitsprü,8,,,,10/3/2022 22:25,10/4/2022 0:35,10/4/2022 0:35,30,2010,67.17,35.8,100,114,0,0,0
7021,BSH,COMGen2 ADM 80010814,13602774-07,30003348-06,Win7/Srv,DBAcc2000,1.16.2,KATPC287,,,Montage,6,,,,10/3/2022 22:29,10/3/2022 23:03,10/3/2022 23:01,90,90,19.82,16.66,100,96,0,0,0
5345,BSH,SE-LP IC6 Touch_Vent,13602415-01BF,,Win8/Srv,DBAcc2000,1.0016.0017,KATPC434,,,NutzenSplitt,13,,,,10/3/2022 22:30,10/3/2022 22:34,10/3/2022 22:30,0,,,0,100,0,0,0,0
7021,BSH,COMGen2 ADM 80010814,13602774-07,30003348-06,Win7/Srv,DBAcc2000,1.16.2,KATPC288,,,BG-Versand,7,,,,10/3/2022 22:32,10/3/2022 23:03,10/3/2022 23:01,0,510,18.57,0.14,100,96,0,0,0
5345,BSH,SE-LP IC6 Touch_Vent,13602415-01BF,,Win8/Srv,DBAccessNew,1.8.7,KATPC451,,,SELECTIVLÖTEN_D,14,,,,10/3/2022 22:32,10/3/2022 23:02,10/3/2022 22:49,810,1590,33.76,0.23,100,112,0,8,0
6111,BSH,LP IaB SE_NF_61,30003716-04BF,30003716-04BF,Win8/Srv,DBAcc2000,1.0016.0017,KATPC520,439,,BG-Versand,12,,,,10/3/2022 22:39,10/4/2022 6:00,10/4/2022 5:43,990,18540,170.74,18.46,100,132,0,0,0
6128,TakataPetri,LWS-REL,30001444-21BF,30001444-21BF,Win8/Srv,DBAcc2000,1.0016.0017,KATPC302,0423/A,,BG-Versand,6,,,,10/3/2022 22:40,10/4/2022 1:55,10/4/2022 1:50,301,6780,22.33,0.45,100,504,0,0,0
6221,BSH,ASM Elektronik UI ES,30003455-05BF,,Win7/Srv,DBAcc2000,1.16.2,KATPC198,,,Versand,10,,,,10/3/2022 22:46,10/4/2022 6:00,10/4/2022 0:18,20500,22680,50.37,24.02,100,108,0,0,0
5199,BSH,LP MMB Merkur,13600512-06BF,,Win8/Srv,DBAcc2000,1.0016.0011,KATPC392,0274/A,13838,NutzTrennInline,21,,,,10/3/2022 22:49,10/4/2022 6:00,10/4/2022 5:34,1500,13920,38.03,0.33,100,2519,0,15,0
5674,DataModul,eMotion ST3:4 - 1204,30002525-04BF,,Win8/Srv,DBAcc2000,1.0016.0017,KATPC534,0165/F,03/13/2093/01/A,FKT,7,,,3.01:954368:090,10/3/2022 22:50,10/3/2022 23:39,10/3/2022 23:28,660,2340,520.75,100.25,0,0,0,4,1
6685,BSH,LP IaB BO61 Gl,10000031,30004000,Win7/Srv,DBAcc2000,1.0016.0011,KATPC046,0356/B,04/15/2151/05/A,EndMontage,18,1258830,0010,,10/3/2022 22:53,10/4/2022 1:30,10/4/2022 1:29,0,2310,34.56,14.3,97.79,266,6,0,0
5674,DataModul,eMotion ST3:4 - 1204,30002525-04BF,30002525-04BF,Win7/Srv,DBAcc2000,1.0016.0011,KATPC309,415,,Versand,5,,,,10/3/2022 22:53,10/3/2022 23:39,10/3/2022 23:28,630,2700,698,0.75,100,4,0,0,0
6012,Telic,ELT-Main 74370.000 R,13603086-01BF,,Win8/Srv,DBAcc2000,1.0016.0016,KATPC042,0539/A,17318,Prog_TestSw,15,,,1.0.4:339968:21,10/3/2022 22:54,10/4/2022 6:00,10/4/2022 5:37,1349,21210,131.61,56.16,100,184,0,0,0
6685,BSH,LP IaB BO61 Gl,10000031,30004000,Win7/Srv,DBAcc2000,1.0016.0011,KATPC116,0357/B,12/14/2151/03/A,EndMontage,18,1258830,0010,,10/3/2022 22:55,10/4/2022 2:24,10/4/2022 2:24,0,6390,86.41,25.64,97.93,142,3,0,0
4696,BSH,LP IC6-PureSteam Unt,13602352-03BF,,Win8/Srv,DBAcc2000,1.0016.0012,KATPC393,0142/B,,NutzTrenn,5,,,,10/3/2022 22:58,10/4/2022 6:00,10/4/2022 5:07,3121,23820,186.16,0.5,100,480,0,0,0
7078,BSH,MMU Jupiter/Saturn V,13600518-20,,Win7/Srv,DBAcc2000,1.15.40,KATPC182,,,VORMONTAGE,20,,,,10/3/2022 22:58,10/5/2022 13:59,10/5/2022 5:25,30765,111720,89.33,4.38,100,1332,0,0,0
5345,BSH,SE-LP IC6 Touch_Vent,13602415-01BF,,WIN_XP/2,DBAcc2000,1.16.3,PTWS216WXPC3,0307/C,06/14/2203/01/A,IctFkt_MTS,4,,,,10/3/2022 23:03,10/3/2022 23:25,10/3/2022 23:25,0,1170,638,33.33,100,3,0,0,0
6423,Telic,ELT 05204.007 ESIM-I,30003970-01,30003970-01,Win8/Srv,DBAcc2000,1.0016.0016,KATPC487,0538/A,13967,Montage,4,,,1.2.3:380928:10,10/3/2022 23:05,10/4/2022 6:00,10/4/2022 5:21,2280,10710,226.95,125.16,99,99,1,1,0
6012,Telic,ELT-Main 74370.000 R,13603086-01BF,,Win8/Srv,DBAcc2000,1.0016.0016,KATPC487,0538/A,13967,Montage,10,,,,10/3/2022 23:05,10/4/2022 6:00,10/4/2022 5:21,2281,10500,224.68,124.37,100,100,0,0,0
5331,BSH,SE-LP IC6 Touch_Bosc,13602474-02BF,,Win8/Srv,DBAccessNew,1.8.7,KATPC451,,,SELECTIVLÖTEN_D,13,,,,10/3/2022 23:08,10/3/2022 23:17,10/3/2022 23:08,510,510,2,0.75,100,4,0,0,0
6128,TakataPetri,LWS-REL,30001444-21BF,,Win8/Srv,DBAcc2000,1.0016.0017,KATPC205,0495/A,,OptikPresse,16,,,,10/3/2022 23:19,10/4/2022 5:52,10/4/2022 5:32,1199,18270,56.09,3.36,100,448,0,0,0
7021,BSH,COMGen2 ADM 80010814,13602774-07,30003573-05,Win7/Srv,DBAcc2000,1.16.2,KATPC287,,,Montage,6,,,,10/3/2022 23:19,10/4/2022 6:00,10/4/2022 5:50,570,13620,60.25,20.73,100,390,0,0,0
7021,BSH,COMGen2 ADM 80010814,13602774-07,30003573-05,Win7/Srv,DBAcc2000,1.16.2,KATPC288,,,BG-Versand,7,,,,10/3/2022 23:20,10/4/2022 6:00,10/4/2022 5:46,60,8400,58.97,0.08,100,381,0,0,0
