ProdCode,Customer,ProdName,ArticleNum,MatNum,OpSystem,DBAccName,DBAccVers,HostName,WkStNmae,AdpNum,ProcName,ProcNum,WkOrder,AVO,TPVersion,tLogIn,tLogOut,tLastAcc,tLatenz,tLatenzSumme,tCycle,tProc,FPY,CountPass,CountFail,CountPass_Retest,CountFail_Retest
7020,BSH,COMGen2 ADM 80010814,13602774-06,13900716BF,Win7/Srv,DBAcc2000,1.16.3,KATPC271,sern981121,5,FKTInline,18,,,,10/28/2022 9:05,10/28/2022 9:24,10/28/2022 9:11,28,90,60.6,39.85,100,40,0,8,0
6226,BSH,LP MMB Merkur,13600512-07BF,,Win8/Srv,DBAcc2000,1.0016.0011,KATPC392,0274/A,13838,NutzTrennInline,21,,,,10/28/2022 9:14,10/28/2022 14:00,10/28/2022 13:58,60,13020,86.84,0.34,100,779,0,8,0
9999,Tremec,TRC75,V2417,,Win7/Srv,DBAcc2000,1.0016.0017,KATPC233,0418/A,11806,Leer_nach_Versc,4,,,,10/28/2022 9:36,10/28/2022 14:00,10/28/2022 13:35,1441,11190,339.5,91.05,100,43,0,0,0
6106,Tremec,TRC75_C5.1,13603132BF,13900728BF,Win7/Srv,DBAcc2000,1.0016.0017,KATPC233,0418/A,11806,Montage,8,,,2.30:3612672:08,10/28/2022 9:37,10/28/2022 14:00,10/28/2022 13:35,1441,11910,339.14,74.86,100,43,0,0,0
7020,BSH,COMGen2 ADM 80010814,13602774-06,13900716BF,Win7/Srv,DBAcc2000,1.16.3,KATPC271,sern981121,5,FKTInline,18,,,,10/28/2022 9:43,10/28/2022 10:23,10/28/2022 10:16,28,660,74,39.41,97.84,181,4,30,1
6680,BSH,LP IaB NF62,10000026,30003998,Win7/Srv,DBAcc2000,1.0016.0011,KATPC046,11/14/2231,11/14/2149/03/A,EndMontage,18,1261890,0010,,10/28/2022 9:51,10/28/2022 14:00,10/28/2022 13:59,0,4680,42.03,13.67,99.43,351,2,2,0
5597,BSH,IH6.2_D5_SE_LC_80011,30003531-02BF,30003531-02BF,Win7/Srv,DBAcc2000,1.16.3,KATPC221,,,Programmieren,6,,,,10/28/2022 9:52,10/28/2022 10:05,10/28/2022 10:05,0,480,391,0,0,0,3,0,0
5597,BSH,IH6.2_D5_SE_LC_80011,30003531-02BF,30003531-02BF,Win7/Srv,DBAcc2000,1.16.3,KATPC220,,,Programmieren,6,,,,10/28/2022 9:52,10/28/2022 10:48,10/28/2022 10:09,2341,2520,177,145,0,0,1,2,2
5597,BSH,IH6.2_D5_SE_LC_80011,30003531-02BF,30003531-02BF,Win7/Srv,DBAcc2000,1.16.3,KATPC219,,,Programmieren,6,,,,10/28/2022 9:52,10/28/2022 10:49,10/28/2022 10:48,0,450,304.1,131.6,33.33,1,2,4,4
6680,BSH,LP IaB NF62,10000026,30003998,Win7/Srv,DBAcc2000,1.0016.0011,KATPC116,0357/B,04/15/2149/05/A,EndMontage,18,1261890,0010,,10/28/2022 9:53,10/28/2022 10:21,10/28/2022 10:19,0,90,32.6,16,95.83,46,2,1,0
3893,DataModul,easyMaxTOUCH2952T2,30002870-01BF,,Win8/Srv,DBAcc2000,1.0016.0017,KATPC534,0165/F,08/15/2298/01/A,FKT,4,,,3.02:602112:190,10/28/2022 9:53,10/28/2022 11:10,10/28/2022 11:09,30,2790,68.91,17.63,98.46,64,1,1,0
3893,DataModul,easyMaxTOUCH2952T2,30002870-01BF,30002870-01BF,Win7/Srv,DBAcc2000,1.0016.0011,KATPC309,0415/A,,Versand,5,,,,10/28/2022 9:54,10/28/2022 11:09,10/28/2022 11:09,0,3000,68.89,0.32,100,65,0,0,0
5313,BSH,MMU Jupiter/Saturn V,13602440-02BF,13602440-02BF,Win7/Srv,DBAcc2000,1.16.3,KATPC543,0348/A,V2122-01,FKTHand,19,1257474,0040,,10/28/2022 10:06,,10/28/2022 11:03,0,,82.38,95.42,100,3,0,21,16
6160,VECTOR,VN5640 Base System,B75100805,B75100805,Win8/Srv,DBAcc2000,1.0016.0017,KATPC225,453,,Versand,8,,,,10/28/2022 10:07,10/28/2022 10:08,10/28/2022 10:07,0,,,0,100,0,0,0,0
5340,BSH,SE-LP IC6 Touch_Vent,13602153-02BF,,WIN_XP/2,DBAcc2000,1.16.3,PTWS216WXPC3,0307/C,06/14/2203/01/A,IctFkt_MTS,4,,,,10/28/2022 10:08,10/28/2022 11:43,10/28/2022 10:10,5550,5550,27.33,31,0,0,0,2,2
5597,BSH,IH6.2_D5_SE_LC_80011,30003531-02BF,30003531-02BF,Win7/Srv,DBAcc2000,1.16.3,KATPC221,,,Programmieren,6,,,,10/28/2022 10:09,10/28/2022 10:48,10/28/2022 10:48,0,1440,1535,0,0,0,2,0,0
7020,BSH,COMGen2 ADM 80010814,13602774-06,30003829BF,Win8/Srv,DBAcc2000,1.16.3,KATPC184,,,BG-Versand,7,,,,10/28/2022 10:11,10/28/2022 10:12,10/28/2022 10:11,0,,,0,100,0,0,0,0
2539,BSH,GV640-TFT,13600452BF,,Win8/Srv,DBAcc2000,1.0016.0016,KATPC394,,,NutzTrenn,9,,,,10/28/2022 10:12,,10/28/2022 10:46,28,1860,76.11,1.06,100,224,0,0,0
6680,BSH,LP IaB NF62,10000026,30003998,Win7/Srv,DBAcc2000,1.0016.0011,KATPC072,0343/A,11/14/2200/02/A,Endtest_Adapter,19,1261890,0010,,10/28/2022 10:17,10/28/2022 14:00,10/28/2022 13:52,450,780,41.24,35.56,95.95,284,12,11,4
7020,BSH,COMGen2 ADM 80010814,13602774-06,30003829BF,Win8/Srv,DBAcc2000,1.16.3,KATPC184,,,BG-Versand,7,,,,10/28/2022 10:21,10/28/2022 10:32,10/28/2022 10:21,0,,,0,100,0,0,0,0
6680,BSH,LP IaB NF62,10000026,30003998,Win7/Srv,DBAcc2000,1.0016.0011,KATPC051,0342/A,04/14/2200/01/A,Endtest_Adapter,19,1261890,0010,,10/28/2022 10:21,10/28/2022 14:00,10/28/2022 13:52,420,480,41.75,36.73,98.3,289,5,7,1
6106,Tremec,TRC75_C5.1,13603132BF,13900728BF,Win8/Srv,DBAcc2000,1.0016.0016,KATPC045,465,,Einlagerung,22,,,,10/28/2022 10:21,10/28/2022 13:29,10/28/2022 13:21,420,10770,156.65,0.24,100,70,0,0,0
6680,BSH,LP IaB NF62,10000026,30003998,Win7/Srv,DBAcc2000,1.0016.0011,KATPC116,0357/B,04/15/2149/05/A,EndMontage,18,1261890,0010,,10/28/2022 10:23,10/28/2022 14:00,10/28/2022 13:59,0,6150,59.24,15.1,99.54,218,1,1,0
7021,BSH,COMGen2 ADM 80010814,13602774-07,30003299-03BF,Win8/Srv,DBAcc2000,1.0016.0016,KATMOB111,,,Montage,6,,,,10/28/2022 10:26,10/28/2022 11:55,10/28/2022 10:26,0,,,0,100,0,0,0,0
6680,BSH,LP IaB NF62,10000026,,Win7/Srv,DBAcc2000,1.16.7,KATPC344,,,Twister,10,,,,10/28/2022 10:27,10/28/2022 14:00,10/28/2022 13:41,1110,3120,42.94,27.46,92.59,225,18,20,8
6680,BSH,LP IaB NF62,10000026,,Win7/Srv,DBAcc2000,1.16.7,KATPC345,,,Twister,10,,,,10/28/2022 10:27,,10/28/2022 10:27,0,,,0,100,0,0,0,0
6128,TakataPetri,LWS-REL,30001444-21BF,,Win8/Srv,DBAcc2000,1.16.2,KATPC296,,,Wellenlöten,15,,,,10/28/2022 10:28,10/28/2022 10:33,10/28/2022 10:28,0,,,0,100,0,0,0,0
7020,BSH,COMGen2 ADM 80010814,13602774-06,13900716BF,Win7/Srv,DBAcc2000,1.16.3,KATPC271,sern981121,5,FKTInline,18,,,,10/28/2022 10:32,10/28/2022 10:55,10/28/2022 10:45,29,240,72.4,39.67,100,88,0,0,0
4214,WeWash,Wallbox W4C,30003267BF,30003267BF,Win8/Srv,DBAcc2000,1.0016.0017,KATPC239,17779,11916,VDEneu,11,,,1.00:581632:300,10/28/2022 10:33,10/28/2022 11:35,10/28/2022 11:34,0,3210,364.1,29.36,100,11,0,0,0
3180,BSH,LP IaB SE63,13600526-02BF,30002924-04BF,Win7/Srv,DBAcc2000,1.0016.0011,KATPC216,0380/B,04/15/2147/05/A,EndMontage,18,1260981,0010,,10/28/2022 10:37,10/28/2022 13:33,10/28/2022 13:20,750,3570,51.29,17.82,97.38,186,5,1,0
4605,BSH,LP IaB EOX5100,13602503-03BF,,Win7/Srv,DBAcc2000,1.0016.0012,KATPC117,0360/A,06/16/2396/01/A,Endtest,8,,,1.43:270336:020,10/28/2022 10:37,10/28/2022 14:00,10/28/2022 13:45,840,3660,71.71,42.06,92.81,129,10,9,3
6042,VECTOR,ASY_000356,B75100911,,Win8/Srv,DBAcc2000,1.0016.0017,KATPC433,0505-A,,NutzTrenn,4,,,,10/28/2022 10:37,10/28/2022 11:38,10/28/2022 11:27,630,2400,41.78,0.28,100,141,0,0,0
6680,BSH,LP IaB NF62,10000026,30003998,Win8/Srv,DBAcc2000,1.0016.0012,KATPC127,0323/A,,BG-Versand,13,,,,10/28/2022 10:37,10/28/2022 14:00,10/28/2022 13:42,0,60,22.19,5.3,100,480,0,0,0
7020,BSH,COMGen2 ADM 80010814,13602774-06,30003829BF,Win8/Srv,DBAcc2000,1.16.3,KATPC184,,,BG-Versand,7,,,,10/28/2022 10:39,10/28/2022 10:39,10/28/2022 10:39,0,,,0,100,0,0,0,0
4605,BSH,LP IaB EOX5100,13602503-03BF,,Win7/Srv,DBAcc2000,1.16.3,KATPC050,0215/B,09/16/2423/01/A,Twister,9,,,,10/28/2022 10:46,10/28/2022 14:00,10/28/2022 13:46,780,5430,78.08,27.26,98.52,133,2,0,4
7020,BSH,COMGen2 ADM 80010814,13602774-06,,Win8/Srv,DBAcc2000,1.0016.0016,KATPC394,,2181,NutzTrenn_ILT,15,,,,10/28/2022 10:47,,10/28/2022 10:49,28,30,8.07,1.17,100,120,0,0,0
4605,BSH,LP IaB EOX5100,13602503-03BF,30003379-05BF,Win8/Srv,DBAcc2000,1.0016.0017,KATPC256,0484/A,,Versand,15,1260692/0010,0010,,10/28/2022 10:48,10/28/2022 14:00,10/28/2022 13:29,1830,7530,80.64,18.57,100,120,0,0,0
6680,BSH,LP IaB NF62,10000026,,Win7/Srv,DBAcc2000,1.0016.0013,PTWS150,0331/A,11345,NutzTrennInline,22,,,,10/28/2022 10:50,10/28/2022 14:00,10/28/2022 13:29,1830,9060,76.98,0.56,100,500,0,0,0
2539,BSH,GV640-TFT,13600452BF,,Win8/Srv,DBAcc2000,1.0016.0016,KATPC394,,,NutzTrenn,9,,,,10/28/2022 10:51,,10/28/2022 11:42,1319,3930,65.94,1.13,100,382,0,0,0
7020,BSH,COMGen2 ADM 80010814,13602774-06,30003829BF,Win8/Srv,DBAcc2000,1.16.3,KATPC184,,,BG-Versand,7,,,,10/28/2022 10:51,10/28/2022 11:40,10/28/2022 11:38,0,60,8.59,0.1,100,286,0,0,0
3180,BSH,LP IaB SE63,13600526-02BF,30002924-04BF,Win7/Srv,DBAcc2000,1.0016.0011,KATPC027,11/14/2231,11/14/2147/03/A,EndMontage,18,1260981,0010,,10/28/2022 10:56,10/28/2022 13:34,10/28/2022 13:18,961,5190,61.17,15.48,97.74,130,3,7,0
5597,BSH,IH6.2_D5_SE_LC_80011,30003531-02BF,30003531-02BF,Win7/Srv,DBAcc2000,1.16.3,KATPC220,,,Programmieren,6,,,,10/28/2022 10:57,10/28/2022 11:58,10/28/2022 11:55,150,2340,288.25,105.67,57.14,4,3,5,1
5597,BSH,IH6.2_D5_SE_LC_80011,30003531-02BF,30003531-02BF,Win7/Srv,DBAcc2000,1.16.3,KATPC219,,,Programmieren,6,,,,10/28/2022 10:57,10/28/2022 11:16,10/28/2022 11:16,0,330,163.5,123.5,50,1,1,3,2
3180,BSH,LP IaB SE63,13600526-02BF,30002924-04BF,Win7/Srv,DBAcc2000,1.0016.0011,KATPC007,0332/A,V2183-01,Endtest_Adapter,19,1260981,0010,,10/28/2022 10:58,10/28/2022 14:00,10/28/2022 13:59,0,4200,63.01,31.55,85.71,126,21,19,3
6111,BSH,LP IaB SE_NF_61,30003716-04BF,,Win7/Srv,DBAcc2000,1.0016.0011,LINIE8W2T1,172,15968,IctFktInline,8,,,,10/28/2022 11:00,10/28/2022 11:00,10/28/2022 11:00,0,,,0,100,0,0,0,0
3180,BSH,LP IaB SE63,13600526-02BF,30002924-04BF,Win7/Srv,DBAcc2000,1.0016.0011,KATPC123,0328/A,11/14/2183/02/A,Endtest_Adapter,19,1260981,0010,,10/28/2022 11:00,10/28/2022 14:00,10/28/2022 13:59,0,4110,63.61,32.01,94.23,147,9,8,3
5597,BSH,IH6.2_D5_SE_LC_80011,30003531-02BF,30003531-02BF,Win7/Srv,DBAcc2000,1.16.3,KATPC221,,,Programmieren,6,,,,10/28/2022 11:00,10/28/2022 11:05,10/28/2022 11:05,0,30,150,0,0,0,2,0,0
7020,BSH,COMGen2 ADM 80010814,13602774-06,13900716BF,Win7/Srv,DBAcc2000,1.16.3,KATPC271,sern981121,5,FKTInline,18,,,,10/28/2022 11:01,10/28/2022 11:10,10/28/2022 11:08,89,90,53.43,40.36,100,64,0,0,0
5597,BSH,IH6.2_D5_SE_LC_80011,30003531-02BF,30003531-02BF,Win7/Srv,DBAcc2000,1.16.3,KATPC221,,,Programmieren,6,,,,10/28/2022 11:07,10/28/2022 11:54,10/28/2022 11:54,0,1470,345.88,154.25,50,4,4,0,1
5313,BSH,MMU Jupiter/Saturn V,13602440-02BF,13602440-02BF,Win7/Srv,DBAcc2000,1.16.3,KATPC543,0348/A,V2122-01,FKTHand,19,1257474,0040,,10/28/2022 11:07,10/28/2022 12:27,10/28/2022 12:23,210,1710,145.97,93.57,89.47,17,2,11,1
7020,BSH,COMGen2 ADM 80010814,13602774-06,,Win8/Srv,DBAcc2000,1.0016.0012,KATPC022,0475/A,03/21/4161/02/A,HF_Katek_MT,23,,,1.3.11:589824:2,10/28/2022 11:09,10/28/2022 12:41,10/28/2022 12:31,569,4050,78.94,29.98,100,60,0,0,2
7020,BSH,COMGen2 ADM 80010814,13602774-06,13900716BF,Win7/Srv,DBAcc2000,1.16.3,KATPC271,sern981121,5,FKTInline,18,,,,10/28/2022 11:11,10/28/2022 12:01,10/28/2022 11:11,29,930,,0,100,0,0,0,0
6111,BSH,LP IaB SE_NF_61,30003716-04BF,,Win7/Srv,DBAcc2000,1.0016.0011,LINIE8W2T1,172,15968,IctFktInline,8,,,,10/28/2022 11:16,10/28/2022 11:50,10/28/2022 11:22,1650,1680,100.67,78.38,100,16,0,0,0
5597,BSH,IH6.2_D5_SE_LC_80011,30003531-02BF,30003531-02BF,Win7/Srv,DBAcc2000,1.16.3,KATPC219,,,Programmieren,6,,,,10/28/2022 11:18,10/28/2022 13:24,10/28/2022 13:23,0,3810,323.83,146.22,100,3,0,20,1
3893,DataModul,easyMaxTOUCH2952T2,30002870-01BF,,Win8/Srv,DBAcc2000,1.0016.0017,KATPC534,0165/F,V2298-01,FKT,4,,,3.02:602112:190,10/28/2022 11:21,10/28/2022 11:50,10/28/2022 11:50,0,,25.78,17.55,98.46,64,1,1,0
2169,BSH,LP BT HV3,13600338BF,,Win8/Srv,DBAccessNew,1.8.7,KATPC451,,,SELECTIVLÖTEN_K,7,,,,10/28/2022 11:21,10/28/2022 13:34,10/28/2022 13:28,330,7350,110.25,0.19,100,140,0,0,0
3893,DataModul,easyMaxTOUCH2952T2,30002870-01BF,30002870-01BF,Win7/Srv,DBAcc2000,1.0016.0011,KATPC309,0415/A,,Versand,5,,,,10/28/2022 11:22,10/28/2022 11:50,10/28/2022 11:50,0,180,26.17,0.31,100,65,0,0,0
5837,TTTech,Vision²Facelift-5.0x,30002977-03BF,,Win7/Srv,DBAcc2000,1.16.5,KATPC229,,,BG-Versand,6,,,,10/28/2022 11:30,10/28/2022 12:01,10/28/2022 12:00,30,990,15.06,0.05,100,120,0,0,0
4214,WeWash,Wallbox W4C,30003267BF,30003267BF,Win8/Srv,DBAcc2000,1.0016.0017,KATPC239,17779,11916,VDEneu,11,,,1.00:581632:300,10/28/2022 11:39,10/28/2022 12:00,10/28/2022 11:39,1260,1260,0,35,100,1,0,0,0
3180,BSH,LP IaB SE63,13600526-02BF,,Win7/Srv,DBAcc2000,1.16.7,KATPC340,,,Twister,10,,,,10/28/2022 11:46,10/28/2022 14:00,10/28/2022 13:59,0,2820,56.91,30.77,83.47,101,20,9,11
3180,BSH,LP IaB SE63,13600526-02BF,,Win7/Srv,DBAcc2000,1.16.7,KATPC341,,,Twister,10,,,,10/28/2022 11:46,,10/28/2022 11:46,0,,,0,100,0,0,0,0
6111,BSH,LP IaB SE_NF_61,30003716-04BF,,Win7/Srv,DBAcc2000,1.0016.0011,LINIE8W2T1,172,15968,IctFktInline,8,,,,10/28/2022 11:56,10/28/2022 14:00,10/28/2022 13:59,0,,92.01,78.07,98.7,304,4,12,0
5597,BSH,IH6.2_D5_SE_LC_80011,30003531-02BF,30003531-02BF,Win7/Srv,DBAcc2000,1.16.3,KATPC221,,,Programmieren,6,,,,10/28/2022 11:56,10/28/2022 11:57,10/28/2022 11:57,0,,0,0,0,0,1,0,0
7021,BSH,COMGen2 ADM 80010814,13602774-07,30003299-03BF,Win8/Srv,DBAcc2000,1.0016.0016,KATMOB111,,,Montage,6,,,,10/28/2022 12:04,10/28/2022 12:06,10/28/2022 12:04,0,,,0,100,0,0,0,0
7020,BSH,COMGen2 ADM 80010814,13602774-06,,Win8/Srv,DBAcc2000,1.0016.0016,KATPC394,,2181,NutzTrenn_ILT,15,,,,10/28/2022 12:05,10/28/2022 12:06,10/28/2022 12:06,0,,7.67,1.13,100,32,0,0,0
5597,BSH,IH6.2_D5_SE_LC_80011,30003531-02BF,30003531-02BF,Win7/Srv,DBAcc2000,1.16.3,KATPC221,,,Programmieren,6,,,,10/28/2022 12:06,10/28/2022 12:23,10/28/2022 12:08,901,900,0,0,0,0,0,0,1
7020,BSH,COMGen2 ADM 80010814,13602774-06,13900716BF,Win7/Srv,DBAcc2000,1.16.3,KATPC271,sern981121,5,FKTInline,18,,,,10/28/2022 12:07,10/28/2022 13:11,10/28/2022 13:04,388,1710,73.54,43.18,99.74,389,1,0,0
4887,BSH,COMGen2 ADM 80010681,13602564-02BF,13900707BF,Win8/Srv,DBAcc2000,1.0016.0016,KATPC424,,,Montage,6,,,,10/28/2022 12:07,10/28/2022 14:00,10/28/2022 13:35,1440,1680,9.44,4.39,100,558,0,0,0
7021,BSH,COMGen2 ADM 80010814,13602774-07,30003299-03BF,Win8/Srv,DBAcc2000,1.0016.0016,KATMOB111,,,Montage,6,,,,10/28/2022 12:08,10/28/2022 12:59,10/28/2022 12:08,0,,,0,100,0,0,0,0
3180,BSH,LP IaB SE63,13600526-02BF,30002924-04BF,Win7/Srv,DBAcc2000,1.0016.0011,PTWS164,0329/B,,BG-Versand,13,,,,10/28/2022 12:09,10/28/2022 14:00,10/28/2022 13:59,30,480,37.75,5.62,100,167,0,0,0
2539,BSH,GV640-TFT,13600452BF,,Win8/Srv,DBAcc2000,1.0016.0016,KATPC394,,,NutzTrenn,9,,,,10/28/2022 12:12,10/28/2022 13:18,10/28/2022 13:09,478,3330,61.79,1.17,100,456,0,0,0
5331,BSH,SE-LP IC6 Touch_Bosc,13602474-02BF,,WIN_XP/2,DBAcc2000,1.16.3,PTWS216WXPC3,0307/C,05/16/2363/01/A,IctFkt,4,,,,10/28/2022 12:13,10/28/2022 14:00,10/28/2022 12:17,6180,6240,80,38,100,1,0,2,0
6221,BSH,ASM Elektronik UI ES,30003455-05BF,30003455-05BF,Win8/Srv,DBAcc2000,1.0016.0017,KATPC498,,,Programmierung,9,,,1.15:315392:071,10/28/2022 12:21,10/28/2022 14:00,10/28/2022 13:42,1050,1080,414.73,390,100,12,0,0,0
5597,BSH,IH6.2_D5_SE_LC_80011,30003531-02BF,30003531-02BF,Win7/Srv,DBAcc2000,1.16.3,KATPC220,,,Programmieren,6,,,,10/28/2022 12:22,10/28/2022 12:33,10/28/2022 12:32,60,120,140.5,132,0,0,0,1,2
4588,BSH,ED_MMB_AM335xL_V03,13602436-01BF,13602436-01BF,Win7/Srv,DBAcc2000,1.16.3,KATPC543,0348/A,V2122-01,FKTHand,19,1254571,0040,,10/28/2022 12:29,10/28/2022 14:00,10/28/2022 13:50,540,600,74.65,74.08,75.56,34,11,14,5
5597,BSH,IH6.2_D5_SE_LC_80011,30003531-02BF,30003531-02BF,Win7/Srv,DBAcc2000,1.16.3,KATPC221,,,Programmieren,6,,,,10/28/2022 12:32,10/28/2022 13:24,10/28/2022 13:24,0,720,278,196.17,100,2,0,10,0
5597,BSH,IH6.2_D5_SE_LC_80011,30003531-02BF,30003531-02BF,Win7/Srv,DBAcc2000,1.16.3,KATPC220,,,Programmieren,6,,,,10/28/2022 12:35,10/28/2022 13:24,10/28/2022 13:23,60,600,279.7,206.09,0,0,0,11,0
7020,BSH,COMGen2 ADM 80010814,13602774-06,,Win8/Srv,DBAcc2000,1.0016.0012,KATPC022,0475/A,03/21/4161/02/A,HF_Katek_MT,23,,,1.3.11:589824:2,10/28/2022 12:43,10/28/2022 14:00,10/28/2022 13:39,1229,2220,33.3,29.9,97.87,92,2,2,2
7020,BSH,COMGen2 ADM 80010814,13602774-06,,Win8/Srv,DBAcc2000,1.0016.0012,KATPC009,0474/A,03/21/4161/04/A,HF_Katek_MT,23,,,1.3.11:589824:2,10/28/2022 12:44,10/28/2022 14:00,10/28/2022 13:39,1199,2220,34.16,29.96,76.32,58,18,13,5
7020,BSH,COMGen2 ADM 80010814,13602774-06,,Win8/Srv,DBAcc2000,1.0016.0012,KATPC548,0556/A,10/22/4161/05/A,HF_Katek_MT,23,,,1.3.11:589824:2,10/28/2022 12:48,10/28/2022 14:00,10/28/2022 13:39,1199,2010,33.6,30.07,97.53,79,2,3,6
6042,VECTOR,ASY_000356,B75100911,,Win8/Srv,DBAcc2000,1.0016.0017,KATPC433,0505-A,,NutzTrenn,4,,,,10/28/2022 12:53,10/28/2022 12:54,10/28/2022 12:53,0,,0,0,100,2,0,0,0
7139,VECTOR,Base Modul VX1135,B75101003,B75101003,Win8/Srv,DBAcc2000,1.0016.0017,KATPC225,453,,Versand,8,,,,10/28/2022 13:02,10/28/2022 13:44,10/28/2022 13:36,420,1740,54.29,0.21,100,39,0,0,0
7021,BSH,COMGen2 ADM 80010814,13602774-07,30003299-03BF,Win8/Srv,DBAcc2000,1.0016.0016,KATMOB111,,,Montage,6,,,,10/28/2022 13:03,10/28/2022 13:33,10/28/2022 13:03,0,,,0,100,0,0,0,0
7020,BSH,COMGen2 ADM 80010814,13602774-06,13900716BF,Win7/Srv,DBAcc2000,1.16.3,KATPC271,sern981121,5,FKTInline,18,,,,10/28/2022 13:12,10/28/2022 13:24,10/28/2022 13:23,88,180,59.4,39.33,100,88,0,0,0
6128,TakataPetri,LWS-REL,30001444-21BF,,Win8/Srv,DBAcc2000,1.16.2,KATPC296,,,Wellenlöten,15,,,,10/28/2022 13:20,10/28/2022 13:26,10/28/2022 13:24,120,210,31,0.17,100,18,0,0,0
7020,BSH,COMGen2 ADM 80010814,13602774-06,13900716BF,Win7/Srv,DBAcc2000,1.16.3,KATPC271,sern981121,5,FKTInline,18,,,,10/28/2022 13:30,10/28/2022 13:56,10/28/2022 13:54,149,570,66.76,39.32,100,176,0,0,0
6128,TakataPetri,LWS-REL,30001444-21BF,,Win8/Srv,DBAcc2000,1.0016.0017,KATPC205,302,,OptikPresse,16,,,,10/28/2022 13:43,10/28/2022 13:46,10/28/2022 13:46,0,30,23,7,100,18,0,0,0
5994,Telic,ELT-Main 74370.000 R,13603082-01BF,,Win8/Srv,DBAcc2000,1.0016.0016,KATPC487,0538/A,13967,Montage,10,,,,10/28/2022 13:44,10/28/2022 13:45,10/28/2022 13:45,0,,0,54,100,1,0,0,0
7004,Telic,ELT 05206.007 ESIM-S,30003743-17,30003743-17,Win8/Srv,DBAcc2000,1.0016.0016,KATPC487,0538/A,13967,Montage,4,,,1.2.3:380928:10,10/28/2022 13:44,10/28/2022 13:45,10/28/2022 13:44,0,,,0,100,0,0,0,0
6677,BSH,LP IaB SE62,10000023,30003992,Win7/Srv,DBAcc2000,1.0016.0011,KATPC027,11/14/2231,04/15/2146/05/A,EndMontage,18,1261889,0010,,10/28/2022 13:45,10/28/2022 14:00,10/28/2022 13:56,210,240,29.76,16.36,100,22,0,0,0
6128,TakataPetri,LWS-REL,30001444-21BF,,Win8/Srv,DBAcc2000,1.0016.0017,KATPC205,302,,OptikPresse,16,,,,10/28/2022 13:47,10/28/2022 13:58,10/28/2022 13:56,89,330,59.86,7.81,100,16,0,0,0
6128,TakataPetri,LWS-REL,30001444-21BF,,Win8/Srv,DBAcc2000,1.16.2,KATPC296,,,Wellenlöten,15,,,,10/28/2022 13:48,10/28/2022 14:00,10/28/2022 13:49,630,630,0,0,100,2,0,0,0
7020,BSH,COMGen2 ADM 80010814,13602774-06,13900716BF,Win7/Srv,DBAcc2000,1.16.3,KATPC271,sern981121,5,FKTInline,18,,,,10/28/2022 13:57,10/28/2022 14:00,10/28/2022 13:59,0,,54,40,100,16,0,0,0
6710,BSH,MMU Jupiter/Saturn V,13600518-19,13600518-19,Win7/Srv,DBAcc2000,1.16.0,KATPC164,0370/A,03/16/2360/02/A,FKTHand,19,1262443,0040,,10/28/2022 14:00,10/28/2022 19:03,10/28/2022 19:00,210,450,87.67,86.15,92.66,101,8,81,16
5669,DataModul,eDM-COMC-AL6-E3930,30003309-17BF,,Win8/Srv,DBAcc2000,1.0016.0012,KATPC380,513,,Montage,9,,,,10/28/2022 14:00,,10/28/2022 14:00,0,,,0,100,0,0,0,0
6680,BSH,LP IaB NF62,10000026,30003998,Win7/Srv,DBAcc2000,1.0016.0011,KATPC116,0357/B,04/15/2149/05/A,EndMontage,18,1261890,0010,,10/28/2022 14:00,10/28/2022 15:34,10/28/2022 15:31,181,3480,66.77,14.42,100,83,0,0,0
6226,BSH,LP MMB Merkur,13600512-07BF,,Win8/Srv,DBAcc2000,1.0016.0011,KATPC392,0274/A,13838,NutzTrennInline,21,,,,10/28/2022 14:00,10/28/2022 22:00,10/28/2022 21:59,0,22590,56.39,0.43,100,2023,0,24,0
6680,BSH,LP IaB NF62,10000026,,Win7/Srv,DBAcc2000,1.0016.0013,PTWS150,0331/A,11345,NutzTrennInline,22,,,,10/28/2022 14:00,10/28/2022 17:13,10/28/2022 16:44,1741,9090,94.31,0.49,100,496,0,0,0
6221,BSH,ASM Elektronik UI ES,30003455-05BF,30003455-05BF,Win8/Srv,DBAcc2000,1.0016.0017,KATPC030,0367/A,,Versand,10,,,,10/28/2022 14:00,10/28/2022 17:43,10/28/2022 17:35,420,5100,47.61,14.38,100,180,0,0,0
5994,Telic,ELT-Main 74370.000 R,13603082-01BF,,Win8/Srv,DBAcc2000,1.0016.0012,KATPC409,0493/A,16409,Prog_CustSw,14,,,1.0.4:339968:21,10/28/2022 14:00,10/28/2022 14:02,10/28/2022 14:00,0,,,0,100,0,0,0,0
6112,Telic,LP-bestückt ESW 7.2 ,13602955-02BF,,Win7/Srv,DBAcc2000,1.0016.0012,PTWS218,0262/B,16435,ICT,4,,,1.0.0:16384:260,10/28/2022 14:00,10/28/2022 21:32,10/28/2022 14:00,0,,,0,100,0,0,0,0
5895,BSH,ED_MMB_STM32F4_V2,13602566-04BF,,Win7/Srv,DBAcc2000,1.0016.0018,KATPC247,0264/A,10/13/2163/01/A,NutzTrenn,5,,,,10/28/2022 14:00,10/28/2022 21:59,10/28/2022 14:37,26502,26640,38.73,1.06,100,48,0,0,0
